"","PCo1","PCo2","PCo3","PCo4","PCo5","PCo6","PCo7","PCo8","PCo9","PCo10","PCo11","PCo12","PCo13","PCo14","PCo15","PCo16","PCo17","PCo18","PCo19","PCo20","PCo21","PCo22","PCo23","PCo24","PCo25","PCo26","PCo27","PCo28","PCo29","PCo30","PCo31","PCo32","PCo33","PCo34","PCo35","PCo36"
"Hoo",-0.00188236204367787,0.000625361545181244,0.000980661112824431,-0.0011405460024285,-7.2254069819587e-07,-0.00131561482962409,-4.90619961256022e-05,-0.000235830505159017,-0.00066650491528919,0.000949360690186566,-0.000539122361192232,-0.000462186708865899,0.00114943692233234,-0.000372144499692722,-0.00186073352675527,0.00256863814280966,-0.00206613954987717,-9.1649113970347e-05,-0.00425315855909625,-0.00036562350667857,-0.00326619015072077,-0.000334953290136785,0.000291094648556713,-0.000418860223091017,-0.00053519361782205,0.000185138387913787,0.00053300476592421,0.000522431183686704,0.000788949712300307,0.000553722703537036,-0.000159162626867483,-0.00150898365851384,0.000354095924356436,0.000777884404610681,0.00023515777280213,-0.000439841717748035
"Idr",0.000928615072295557,0.00214112121247337,-0.000336538449271875,-5.09493565320296e-05,0.00054062829938199,8.9693282275353e-05,-0.000746108090006254,0.00233471780001195,0.00184532880284522,-0.000901009642495329,-0.00222523014918992,-0.000800135726783201,-0.000118029969934902,-0.000287463708867925,0.00113962838514291,0.000758879931847692,-0.000262035736279051,0.000298895769223405,-0.000248826079063587,-0.000428961435547485,0.000599484607628372,-0.00132170140377136,0.00150486827971304,-0.000703180897707732,-0.00210438169143074,0.00370193847039738,-0.00236611893579547,0.000154670856790734,-0.00111871095311532,-0.000764784667499932,0.000807860873608593,0.000527399452983735,0.00114489366372665,-0.000260323183034695,-0.000291016173902146,0.00101122884014776
"Iom",0.000661634407186692,-0.00046867335625425,0.00072011723957418,-0.00154095969982711,-0.00030105582348209,0.000775007143303656,0.000682989307757267,-0.00316868037314184,8.53229835383101e-06,-0.000591481086783102,-0.00177424005228351,-0.00113396755674766,0.00114902746256253,0.000856609147694705,-0.00178224549155105,-0.000861976544384449,-0.000809886745900705,0.000695114555191507,0.000823618536123958,-0.000280337109935326,0.000591786514989924,-0.00045575165260882,-0.00119546664501311,0.00161555940962076,0.00189425100872392,0.000522318909336514,-0.00253233282784496,0.00202400648514113,-0.00101736357802551,-0.00168030653469127,-0.000613187683273726,-0.000429172955587996,-0.00136659134266723,0.000107033189434539,-0.00126683009257787,-0.000809310542702715
"Ios",-0.000156894646350358,0.00166612964308986,-0.000821972770572726,0.000515135435668392,-0.000517380767532184,-0.000467571944873902,-0.000157156461533195,-0.00136705317719698,0.00104825522395112,-0.00277296578763584,-0.000526516943612389,0.00206755918838419,8.54892967233968e-06,-0.00109338297525401,0.000210346093785159,0.000938467540937668,0.000564213743901519,0.00146091063973885,-0.00101770122460766,0.000421939837563461,0.000476074986353401,0.00309231313482481,0.00223739186843908,-0.00210668922447615,0.00259629394091608,-0.00103380495215033,-0.000892630723902907,-0.0011169568008854,0.00100916243385787,3.52186097418376e-05,-0.000333293743697394,-0.00025695262637079,-0.000461625707323472,-0.000512917831526719,-0.000386378976616252,0.000986868402518417
"Jer",-0.00258666111969167,-0.000411022272915216,0.00131174258335686,0.00156546490611518,0.00141968552910466,0.00240840098263869,-0.00153068501600457,-0.00158085978105674,-0.0015178596765702,0.00108048535485231,0.000567414581399847,-0.00117507463492855,-0.000668225770020112,0.000469361801835016,0.00315579815217764,0.000196403892221923,-0.000735138101830773,-0.000798799530874787,-0.000764580959574486,-0.00117446032768111,-0.00016510701739725,0.00147095504493278,0.00145938263695428,-0.00126967548930082,-0.000654208039029125,-0.000623053863522675,-0.000357843985728627,0.00264240587147932,-0.000538826203308234,0.000436586111895001,0.00038436148709194,0.000528632383717421,-0.00090228016802628,-0.0020215747750923,0.000654420715907737,-0.000936629279495742
"Kav",-0.002359408695084,-0.00137596606338487,0.00133903786513187,-0.000874517374708432,0.00201080076602848,0.000134668472869847,0.00122106411207195,0.00163914574482811,0.000640593271794008,-0.000329235668223978,5.36742237141562e-05,0.00194982997009594,-0.00181130249280897,0.00187764982446253,-0.000451281471224466,-0.000806789211357888,0.000296321043848129,0.00145376518745945,-0.000156790669521572,-0.00149287189281269,-0.000982637292400835,-0.00125100920786494,0.00219857886218329,0.00124937748207577,-0.000365930090647492,-0.00312503606024598,-0.000827429710277588,-0.00013308282726777,0.0006632373580609,-0.0016067887134462,0.000440429927128588,0.00108683013399462,0.0013992541932327,0.000190651358486843,-0.000361682908558632,-0.00143838787304489
"Kil",-0.00211813302544855,0.00196342590879909,-3.46388403563686e-05,0.000229632552504318,0.000191118592417156,0.00147689688709231,-0.00136314774307264,2.47411912184237e-05,-0.000118608658804078,0.000101926133891816,-0.000743004380132692,0.0029724000606413,-0.0020105344163535,0.000648267328202694,-0.00103750693831097,-0.00180781803444749,-0.00170605510022269,0.000155378128389669,-0.00104703165741502,-0.000617739590555693,0.000293703326467972,0.000198396547904433,-0.000328661042862506,0.00240836636394702,0.00155837509704547,0.00219624873952309,0.00268276254038858,-0.000427037625947539,-0.00153771255790832,0.00147768718318348,0.00117746301646067,-8.07619378175396e-06,-0.000443672715793358,-0.000469761210675486,0.000788749564835931,0.000543349661544773
"Laz",0.0137211378760979,0.00943451858831104,0.00209382415569995,-0.00357688937555845,-0.0017494253341971,0.000106779400886612,0.000812442071299762,0.00113023151923597,0.000471425046443481,0.000196856349537488,3.99912095068279e-05,0.00012841240145903,0.000180574796096516,1.7545574732124e-05,-6.36573840021309e-05,4.24599290961378e-05,1.47076558718381e-05,1.57916018657987e-05,5.49020602482904e-05,6.35768374908658e-05,-2.65021232096671e-05,4.76049670297588e-05,4.99879881944627e-05,0.000109612980274922,4.08736567269234e-05,3.06586593178476e-05,0.000134618307854302,-2.88843611361328e-05,0.000341332714947857,0.000402961076622933,-0.00093143319338467,6.39527435982627e-05,-0.000227626810016262,-0.00315726690289489,-0.000356150437910853,-0.000244458581655762
"Loo",-0.000874835494812862,0.00197019143210878,0.000273293190274039,0.000915627751202587,-0.00107857631598433,0.000309451234981808,0.000419235137347012,-9.04606236505081e-06,-0.00196236217646074,-0.00279425266930675,0.0027197863966696,-0.00111107188428962,0.00150630984559889,0.00139541709063717,0.000220294461351863,-0.000822279455732179,-0.000589877213837676,-2.09523483558396e-05,-0.000712898004922083,-0.00235349048792115,0.00113838347739189,-0.00308771491322301,0.000183946314457937,-0.000831024224908249,0.000293200159103777,0.000465590261725503,0.00109229262254127,-0.00126633651774459,0.0014538467141811,-0.00115730330744189,-0.000560035385952839,0.000176533782931237,-0.000936786060122728,-0.000147674481957301,0.000829795253424578,0.000869464301409664
"Lyn",-0.000288106668182651,8.27465746116895e-05,-0.000715890554613769,-0.000845253569368295,-0.0012195570446889,0.00117790145227388,-0.00144261981529673,-0.000779549127019529,0.000734455075350475,-0.000641216612264215,0.00110936809367604,-0.000142359544955849,-0.000964567755573335,-0.00266529442147786,0.00153497188538221,-0.00111778516282714,-0.000276001017430951,-0.0020857558758797,-0.000598697720000129,0.00136079122030951,-0.00205568829403749,-0.00156310000981197,-0.000722850186163345,0.00101952732763666,-0.000976005466326087,-0.0020559400083018,-0.00107643421804066,-0.00261712810453932,-0.00124173276943431,-0.000585383200659523,0.0009988735474463,-0.000652920068488116,-0.00101077278245983,-0.00026920640681543,-0.00146567189910514,0.000114707792048021
